step,nmobile,nbank,noutlet,outlet_deleted,sum_contact,max_contact,sum_ke_J,sum_erot_J,bank_contact,bank_ke_J,bank_erot_J
1.880000000000000000e+05,5.295900000000000000e+04,4.530900000000000000e+04,0.000000000000000000e+00,3.000000000000000000e+00,3.150000000000000000e+02,2.000000000000000000e+00,7.646779999999999655e-06,6.511869999999999666e-07,3.110000000000000000e+02,6.455230000000000027e-06,6.496839999999999828e-07
1.900000000000000000e+05,5.295800000000000000e+04,4.565700000000000000e+04,0.000000000000000000e+00,4.000000000000000000e+00,3.340000000000000000e+02,2.000000000000000000e+00,7.641240000000000044e-06,6.571289999999999810e-07,3.300000000000000000e+02,6.483580000000000357e-06,6.556690000000000196e-07
1.920000000000000000e+05,5.295800000000000000e+04,4.601100000000000000e+04,0.000000000000000000e+00,4.000000000000000000e+00,3.340000000000000000e+02,2.000000000000000000e+00,7.634819999999999858e-06,6.615150000000000310e-07,3.340000000000000000e+02,6.512870000000000376e-06,6.595010000000000237e-07
1.940000000000000000e+05,5.295700000000000000e+04,4.636200000000000000e+04,0.000000000000000000e+00,5.000000000000000000e+00,3.330000000000000000e+02,2.000000000000000000e+00,7.624649999999999920e-06,6.682519999999999675e-07,3.290000000000000000e+02,6.528479999999999707e-06,6.655719999999999991e-07
1.960000000000000000e+05,5.295600000000000000e+04,4.672600000000000000e+04,0.000000000000000000e+00,6.000000000000000000e+00,3.540000000000000000e+02,2.000000000000000000e+00,7.626870000000000214e-06,6.681679999999999782e-07,3.540000000000000000e+02,6.568530000000000280e-06,6.653489999999999845e-07
1.980000000000000000e+05,6.180800000000000000e+04,4.710800000000000000e+04,0.000000000000000000e+00,8.000000000000000000e+00,3.400000000000000000e+02,1.000000000000000000e+00,8.749990000000000228e-06,6.719360000000000156e-07,3.320000000000000000e+02,6.600350000000000257e-06,6.684439999999999735e-07
2.000000000000000000e+05,6.180700000000000000e+04,4.751600000000000000e+04,0.000000000000000000e+00,9.000000000000000000e+00,2.960000000000000000e+02,2.000000000000000000e+00,8.778930000000000327e-06,6.750850000000000129e-07,2.880000000000000000e+02,6.653739999999999758e-06,6.710989999999999930e-07
2.020000000000000000e+05,6.296400000000000000e+04,4.795500000000000000e+04,0.000000000000000000e+00,1.300000000000000000e+01,3.370000000000000000e+02,2.000000000000000000e+00,8.953249999999999363e-06,6.775919999999999704e-07,3.310000000000000000e+02,6.703630000000000054e-06,6.723970000000000354e-07
2.040000000000000000e+05,6.296200000000000000e+04,4.852400000000000000e+04,0.000000000000000000e+00,1.500000000000000000e+01,3.510000000000000000e+02,2.000000000000000000e+00,8.985960000000000613e-06,6.826829999999999993e-07,3.390000000000000000e+02,6.786680000000000047e-06,6.767730000000000211e-07
2.060000000000000000e+05,6.295500000000000000e+04,4.913800000000000000e+04,0.000000000000000000e+00,2.200000000000000000e+01,2.520000000000000000e+02,2.000000000000000000e+00,9.014480000000000130e-06,6.885870000000000236e-07,2.520000000000000000e+02,6.881689999999999837e-06,6.820909999999999633e-07
2.080000000000000000e+05,6.294900000000000000e+04,4.993900000000000000e+04,0.000000000000000000e+00,2.800000000000000000e+01,3.270000000000000000e+02,1.000000000000000000e+00,9.041129999999999273e-06,6.969260000000000296e-07,3.180000000000000000e+02,7.004609999999999670e-06,6.892200000000000266e-07
2.100000000000000000e+05,6.294500000000000000e+04,5.100400000000000000e+04,0.000000000000000000e+00,3.200000000000000000e+01,3.190000000000000000e+02,2.000000000000000000e+00,9.062569999999999868e-06,7.029849999999999914e-07,3.190000000000000000e+02,7.169999999999999961e-06,6.942699999999999825e-07
2.120000000000000000e+05,6.293500000000000000e+04,5.238700000000000000e+04,0.000000000000000000e+00,4.200000000000000000e+01,3.330000000000000000e+02,2.000000000000000000e+00,9.078240000000000007e-06,7.080709999999999881e-07,3.310000000000000000e+02,7.397070000000000313e-06,6.985750000000000201e-07
2.140000000000000000e+05,6.292600000000000000e+04,5.293800000000000000e+04,0.000000000000000000e+00,5.100000000000000000e+01,3.570000000000000000e+02,2.000000000000000000e+00,9.080520000000000263e-06,7.231120000000000233e-07,3.530000000000000000e+02,7.456070000000000087e-06,7.126999999999999695e-07
2.160000000000000000e+05,6.291100000000000000e+04,5.324800000000000000e+04,0.000000000000000000e+00,6.600000000000000000e+01,3.650000000000000000e+02,1.000000000000000000e+00,9.064209999999999398e-06,7.350689999999999497e-07,3.610000000000000000e+02,7.466299999999999988e-06,7.229510000000000261e-07
2.180000000000000000e+05,6.288800000000000000e+04,5.358200000000000000e+04,0.000000000000000000e+00,8.900000000000000000e+01,3.850000000000000000e+02,2.000000000000000000e+00,9.039230000000000190e-06,7.471240000000000401e-07,3.830000000000000000e+02,7.472179999999999667e-06,7.340430000000000039e-07
2.200000000000000000e+05,6.285300000000000000e+04,5.392200000000000000e+04,0.000000000000000000e+00,1.240000000000000000e+02,3.650000000000000000e+02,3.000000000000000000e+00,9.011439999999999224e-06,7.520649999999999518e-07,3.550000000000000000e+02,7.494389999999999917e-06,7.384510000000000259e-07
2.220000000000000000e+05,6.281500000000000000e+04,5.425000000000000000e+04,0.000000000000000000e+00,1.620000000000000000e+02,3.040000000000000000e+02,2.000000000000000000e+00,8.985269999999999778e-06,7.561720000000000295e-07,3.040000000000000000e+02,7.516689999999999686e-06,7.415510000000000470e-07
2.240000000000000000e+05,6.278500000000000000e+04,5.463000000000000000e+04,0.000000000000000000e+00,1.920000000000000000e+02,3.730000000000000000e+02,2.000000000000000000e+00,8.968939999999999207e-06,7.583810000000000197e-07,3.690000000000000000e+02,7.550219999999999855e-06,7.429639999999999817e-07
2.260000000000000000e+05,6.276200000000000000e+04,5.501000000000000000e+04,0.000000000000000000e+00,2.150000000000000000e+02,3.970000000000000000e+02,2.000000000000000000e+00,8.955930000000000496e-06,7.592170000000000148e-07,3.890000000000000000e+02,7.582399999999999604e-06,7.434319999999999830e-07
2.280000000000000000e+05,6.274600000000000000e+04,5.537400000000000000e+04,0.000000000000000000e+00,2.310000000000000000e+02,3.700000000000000000e+02,2.000000000000000000e+00,8.944199999999999847e-06,7.653170000000000495e-07,3.660000000000000000e+02,7.611760000000000285e-06,7.475519999999999960e-07
2.300000000000000000e+05,6.272900000000000000e+04,5.582300000000000000e+04,0.000000000000000000e+00,2.480000000000000000e+02,3.500000000000000000e+02,2.000000000000000000e+00,8.937389999999999484e-06,7.678689999999999787e-07,3.470000000000000000e+02,7.662399999999999685e-06,7.493870000000000386e-07
2.320000000000000000e+05,6.270800000000000000e+04,5.627600000000000000e+04,0.000000000000000000e+00,2.690000000000000000e+02,3.680000000000000000e+02,2.000000000000000000e+00,8.926870000000000472e-06,7.689659999999999785e-07,3.680000000000000000e+02,7.718899999999999907e-06,7.489579999999999492e-07
2.340000000000000000e+05,7.150100000000000000e+04,5.679000000000000000e+04,0.000000000000000000e+00,2.930000000000000000e+02,4.100000000000000000e+02,2.000000000000000000e+00,1.003620000000000057e-05,7.708740000000000245e-07,4.000000000000000000e+02,7.789770000000000805e-06,7.494689999999999728e-07
2.360000000000000000e+05,7.147500000000000000e+04,5.735000000000000000e+04,0.000000000000000000e+00,3.190000000000000000e+02,3.990000000000000000e+02,1.000000000000000000e+00,1.005279999999999970e-05,7.684869999999999912e-07,3.850000000000000000e+02,7.872150000000000515e-06,7.467280000000000146e-07
2.380000000000000000e+05,7.145900000000000000e+04,5.796000000000000000e+04,0.000000000000000000e+00,3.350000000000000000e+02,3.370000000000000000e+02,2.000000000000000000e+00,1.007880000000000081e-05,7.702380000000000444e-07,3.270000000000000000e+02,7.964279999999999580e-06,7.473430000000000502e-07
2.400000000000000000e+05,7.144000000000000000e+04,5.869600000000000000e+04,0.000000000000000000e+00,3.540000000000000000e+02,3.950000000000000000e+02,2.000000000000000000e+00,1.009989999999999964e-05,7.743270000000000488e-07,3.850000000000000000e+02,8.076209999999999710e-06,7.502310000000000427e-07
2.420000000000000000e+05,7.142200000000000000e+04,5.963500000000000000e+04,0.000000000000000000e+00,3.720000000000000000e+02,3.920000000000000000e+02,2.000000000000000000e+00,1.011650000000000046e-05,7.813739999999999663e-07,3.820000000000000000e+02,8.223800000000000782e-06,7.555409999999999758e-07
2.440000000000000000e+05,7.139600000000000000e+04,6.084900000000000000e+04,0.000000000000000000e+00,3.980000000000000000e+02,4.090000000000000000e+02,2.000000000000000000e+00,1.012280000000000073e-05,7.899180000000000195e-07,4.070000000000000000e+02,8.417480000000000594e-06,7.632530000000000385e-07
2.460000000000000000e+05,7.136800000000000000e+04,6.173700000000000000e+04,0.000000000000000000e+00,4.260000000000000000e+02,3.900000000000000000e+02,2.000000000000000000e+00,1.012149999999999957e-05,7.938369999999999899e-07,3.860000000000000000e+02,8.546890000000000428e-06,7.676910000000000416e-07
2.480000000000000000e+05,7.133700000000000000e+04,6.199700000000000000e+04,0.000000000000000000e+00,4.570000000000000000e+02,3.860000000000000000e+02,2.000000000000000000e+00,1.010369999999999950e-05,8.019700000000000271e-07,3.780000000000000000e+02,8.551109999999999178e-06,7.762759999999999560e-07
2.500000000000000000e+05,7.130600000000000000e+04,6.223400000000000000e+04,0.000000000000000000e+00,4.880000000000000000e+02,4.360000000000000000e+02,1.000000000000000000e+00,1.007860000000000037e-05,8.101379999999999716e-07,4.320000000000000000e+02,8.546090000000000368e-06,7.813929999999999614e-07
2.520000000000000000e+05,7.127200000000000000e+04,6.246900000000000000e+04,0.000000000000000000e+00,5.220000000000000000e+02,4.270000000000000000e+02,2.000000000000000000e+00,1.005589999999999972e-05,8.158119999999999998e-07,4.230000000000000000e+02,8.543400000000000229e-06,7.860339999999999564e-07
2.540000000000000000e+05,7.124100000000000000e+04,6.271900000000000000e+04,0.000000000000000000e+00,5.530000000000000000e+02,4.420000000000000000e+02,2.000000000000000000e+00,1.003860000000000075e-05,8.131269999999999992e-07,4.380000000000000000e+02,8.548970000000000245e-06,7.816739999999999888e-07
2.560000000000000000e+05,7.120500000000000000e+04,6.297800000000000000e+04,0.000000000000000000e+00,5.890000000000000000e+02,4.440000000000000000e+02,2.000000000000000000e+00,1.002440000000000011e-05,8.094169999999999746e-07,4.400000000000000000e+02,8.563550000000000366e-06,7.775579999999999803e-07
2.580000000000000000e+05,7.118500000000000000e+04,6.321600000000000000e+04,0.000000000000000000e+00,6.090000000000000000e+02,5.200000000000000000e+02,2.000000000000000000e+00,1.002349999999999983e-05,8.086750000000000332e-07,5.160000000000000000e+02,8.570790000000000317e-06,7.749679999999999551e-07
2.600000000000000000e+05,7.114700000000000000e+04,6.351400000000000000e+04,0.000000000000000000e+00,6.470000000000000000e+02,4.220000000000000000e+02,2.000000000000000000e+00,1.001409999999999955e-05,8.076869999999999717e-07,4.190000000000000000e+02,8.597079999999999688e-06,7.725169999999999552e-07
2.620000000000000000e+05,7.111800000000000000e+04,6.378000000000000000e+04,0.000000000000000000e+00,6.760000000000000000e+02,4.180000000000000000e+02,2.000000000000000000e+00,1.000670000000000026e-05,8.079589999999999625e-07,4.150000000000000000e+02,8.609510000000000177e-06,7.717879999999999491e-07
2.640000000000000000e+05,7.108800000000000000e+04,6.409200000000000000e+04,0.000000000000000000e+00,7.060000000000000000e+02,4.480000000000000000e+02,2.000000000000000000e+00,1.000600000000000042e-05,8.066939999999999839e-07,4.460000000000000000e+02,8.635380000000000660e-06,7.708430000000000158e-07
2.660000000000000000e+05,7.996100000000000000e+04,6.440700000000000000e+04,0.000000000000000000e+00,7.430000000000000000e+02,3.810000000000000000e+02,2.000000000000000000e+00,1.112400000000000056e-05,8.047670000000000488e-07,3.730000000000000000e+02,8.676049999999999713e-06,7.694120000000000078e-07
2.680000000000000000e+05,7.991900000000000000e+04,6.475800000000000000e+04,0.000000000000000000e+00,7.850000000000000000e+02,3.990000000000000000e+02,2.000000000000000000e+00,1.114480000000000043e-05,8.062000000000000061e-07,3.850000000000000000e+02,8.715569999999999633e-06,7.705269999999999751e-07
2.700000000000000000e+05,7.987800000000000000e+04,6.513300000000000000e+04,0.000000000000000000e+00,8.260000000000000000e+02,4.170000000000000000e+02,2.000000000000000000e+00,1.116609999999999970e-05,8.066570000000000214e-07,4.090000000000000000e+02,8.767249999999999788e-06,7.687319999999999779e-07
2.720000000000000000e+05,7.984800000000000000e+04,6.556700000000000000e+04,0.000000000000000000e+00,8.560000000000000000e+02,4.580000000000000000e+02,2.000000000000000000e+00,1.119529999999999935e-05,8.066120000000000497e-07,4.480000000000000000e+02,8.818230000000000103e-06,7.688849999999999661e-07
2.740000000000000000e+05,7.980300000000000000e+04,6.604100000000000000e+04,0.000000000000000000e+00,9.010000000000000000e+02,4.100000000000000000e+02,2.000000000000000000e+00,1.121489999999999998e-05,8.103329999999999545e-07,4.040000000000000000e+02,8.883860000000000354e-06,7.714570000000000238e-07
2.760000000000000000e+05,7.976200000000000000e+04,6.655500000000000000e+04,0.000000000000000000e+00,9.420000000000000000e+02,4.580000000000000000e+02,2.000000000000000000e+00,1.123670000000000034e-05,8.097969999999999820e-07,4.500000000000000000e+02,8.952370000000000482e-06,7.702750000000000070e-07
2.780000000000000000e+05,7.971200000000000000e+04,6.730500000000000000e+04,0.000000000000000000e+00,9.920000000000000000e+02,4.800000000000000000e+02,2.000000000000000000e+00,1.125469999999999916e-05,8.112630000000000032e-07,4.660000000000000000e+02,9.062179999999999690e-06,7.722339999999999784e-07
2.800000000000000000e+05,7.967400000000000000e+04,6.837600000000000000e+04,0.000000000000000000e+00,1.030000000000000000e+03,4.730000000000000000e+02,2.000000000000000000e+00,1.126349999999999982e-05,8.209629999999999908e-07,4.670000000000000000e+02,9.220819999999999581e-06,7.817609999999999551e-07
2.820000000000000000e+05,7.961800000000000000e+04,6.948900000000000000e+04,0.000000000000000000e+00,1.086000000000000000e+03,4.790000000000000000e+02,2.000000000000000000e+00,1.124779999999999927e-05,8.325689999999999691e-07,4.690000000000000000e+02,9.372539999999999883e-06,7.925899999999999788e-07
2.840000000000000000e+05,7.956400000000000000e+04,6.972100000000000000e+04,0.000000000000000000e+00,1.140000000000000000e+03,5.110000000000000000e+02,2.000000000000000000e+00,1.123040000000000008e-05,8.393819999999999918e-07,4.990000000000000000e+02,9.365589999999999891e-06,7.991379999999999922e-07
2.860000000000000000e+05,7.950700000000000000e+04,6.992400000000000000e+04,0.000000000000000000e+00,1.197000000000000000e+03,5.460000000000000000e+02,2.000000000000000000e+00,1.119459999999999951e-05,8.481029999999999545e-07,5.420000000000000000e+02,9.342710000000000204e-06,8.078810000000000328e-07
2.880000000000000000e+05,7.943000000000000000e+04,7.012800000000000000e+04,0.000000000000000000e+00,1.274000000000000000e+03,5.200000000000000000e+02,2.000000000000000000e+00,1.115679999999999964e-05,8.473219999999999954e-07,5.100000000000000000e+02,9.326610000000000477e-06,8.067479999999999922e-07
2.900000000000000000e+05,7.935000000000000000e+04,7.035700000000000000e+04,0.000000000000000000e+00,1.354000000000000000e+03,5.420000000000000000e+02,2.000000000000000000e+00,1.111920000000000020e-05,8.485979999999999600e-07,5.280000000000000000e+02,9.313129999999999380e-06,8.070609999999999501e-07
2.920000000000000000e+05,7.927700000000000000e+04,7.058800000000000000e+04,0.000000000000000000e+00,1.427000000000000000e+03,5.980000000000000000e+02,2.000000000000000000e+00,1.108920000000000049e-05,8.450020000000000117e-07,5.880000000000000000e+02,9.308099999999999870e-06,8.023660000000000526e-07
2.940000000000000000e+05,7.920600000000000000e+04,7.082400000000000000e+04,0.000000000000000000e+00,1.498000000000000000e+03,4.990000000000000000e+02,2.000000000000000000e+00,1.107479999999999940e-05,8.423039999999999699e-07,4.950000000000000000e+02,9.317970000000000845e-06,7.988919999999999780e-07
2.960000000000000000e+05,7.913400000000000000e+04,7.106700000000000000e+04,0.000000000000000000e+00,1.570000000000000000e+03,5.540000000000000000e+02,2.000000000000000000e+00,1.106559999999999956e-05,8.432610000000000228e-07,5.460000000000000000e+02,9.336019999999999765e-06,7.979489999999999939e-07
2.980000000000000000e+05,7.905300000000000000e+04,7.135100000000000000e+04,0.000000000000000000e+00,1.651000000000000000e+03,5.770000000000000000e+02,2.000000000000000000e+00,1.106159999999999926e-05,8.384329999999999480e-07,5.730000000000000000e+02,9.370810000000000833e-06,7.923359999999999555e-07
3.000000000000000000e+05,8.748900000000000000e+04,7.165800000000000000e+04,0.000000000000000000e+00,1.735000000000000000e+03,5.320000000000000000e+02,2.000000000000000000e+00,1.212740000000000013e-05,8.329320000000000366e-07,5.200000000000000000e+02,9.408589999999999309e-06,7.868620000000000483e-07
3.020000000000000000e+05,8.738600000000000000e+04,7.193800000000000000e+04,0.000000000000000000e+00,1.838000000000000000e+03,5.200000000000000000e+02,2.000000000000000000e+00,1.213099999999999956e-05,8.317519999999999691e-07,5.020000000000000000e+02,9.436149999999999432e-06,7.849919999999999925e-07
3.040000000000000000e+05,8.727800000000000000e+04,7.223600000000000000e+04,0.000000000000000000e+00,1.946000000000000000e+03,4.890000000000000000e+02,2.000000000000000000e+00,1.213820000000000010e-05,8.296229999999999638e-07,4.770000000000000000e+02,9.473670000000000048e-06,7.825629999999999646e-07
3.060000000000000000e+05,8.715600000000000000e+04,7.264100000000000000e+04,0.000000000000000000e+00,2.068000000000000000e+03,4.520000000000000000e+02,2.000000000000000000e+00,1.213489999999999964e-05,8.263070000000000153e-07,4.460000000000000000e+02,9.534940000000000226e-06,7.795639999999999785e-07
3.080000000000000000e+05,8.704400000000000000e+04,7.310100000000000000e+04,0.000000000000000000e+00,2.180000000000000000e+03,4.830000000000000000e+02,2.000000000000000000e+00,1.214569999999999960e-05,8.275589999999999527e-07,4.690000000000000000e+02,9.605449999999999657e-06,7.798640000000000011e-07
3.100000000000000000e+05,8.693300000000000000e+04,7.377400000000000000e+04,0.000000000000000000e+00,2.291000000000000000e+03,4.910000000000000000e+02,2.000000000000000000e+00,1.214520000000000020e-05,8.327309999999999940e-07,4.710000000000000000e+02,9.707530000000000211e-06,7.830290000000000165e-07
3.120000000000000000e+05,8.683300000000000000e+04,7.475100000000000000e+04,0.000000000000000000e+00,2.391000000000000000e+03,5.260000000000000000e+02,2.000000000000000000e+00,1.214489999999999954e-05,8.358170000000000522e-07,5.020000000000000000e+02,9.858180000000000201e-06,7.861679999999999495e-07
3.140000000000000000e+05,8.673400000000000000e+04,7.600400000000000000e+04,0.000000000000000000e+00,2.490000000000000000e+03,4.770000000000000000e+02,2.000000000000000000e+00,1.213820000000000010e-05,8.426569999999999731e-07,4.730000000000000000e+02,1.006259999999999917e-05,7.941819999999999841e-07
3.160000000000000000e+05,8.663500000000000000e+04,7.639200000000000000e+04,0.000000000000000000e+00,2.589000000000000000e+03,5.560000000000000000e+02,2.000000000000000000e+00,1.212079999999999922e-05,8.528559999999999707e-07,5.440000000000000000e+02,1.008889999999999924e-05,8.036399999999999620e-07
3.180000000000000000e+05,8.654200000000000000e+04,7.653500000000000000e+04,0.000000000000000000e+00,2.682000000000000000e+03,5.880000000000000000e+02,2.000000000000000000e+00,1.208479999999999990e-05,8.626420000000000029e-07,5.820000000000000000e+02,1.006620000000000029e-05,8.131789999999999523e-07
3.200000000000000000e+05,8.643100000000000000e+04,7.668900000000000000e+04,0.000000000000000000e+00,2.793000000000000000e+03,6.040000000000000000e+02,2.000000000000000000e+00,1.204860000000000014e-05,8.626299999999999893e-07,5.980000000000000000e+02,1.005140000000000002e-05,8.135960000000000281e-07
3.220000000000000000e+05,8.630800000000000000e+04,7.688700000000000000e+04,0.000000000000000000e+00,2.916000000000000000e+03,6.110000000000000000e+02,2.000000000000000000e+00,1.201429999999999947e-05,8.600570000000000098e-07,6.030000000000000000e+02,1.005129999999999980e-05,8.107270000000000307e-07
3.240000000000000000e+05,8.619200000000000000e+04,7.704300000000000000e+04,0.000000000000000000e+00,3.032000000000000000e+03,5.630000000000000000e+02,2.000000000000000000e+00,1.198290000000000008e-05,8.615129999999999668e-07,5.570000000000000000e+02,1.003630000000000079e-05,8.114389999999999910e-07
3.260000000000000000e+05,8.606900000000000000e+04,7.722700000000000000e+04,0.000000000000000000e+00,3.155000000000000000e+03,5.730000000000000000e+02,2.000000000000000000e+00,1.194929999999999925e-05,8.616120000000000525e-07,5.670000000000000000e+02,1.003099999999999934e-05,8.105040000000000160e-07
3.280000000000000000e+05,8.594400000000000000e+04,7.740000000000000000e+04,0.000000000000000000e+00,3.280000000000000000e+03,6.320000000000000000e+02,2.000000000000000000e+00,1.191960000000000019e-05,8.604119999999999624e-07,6.200000000000000000e+02,1.003359999999999995e-05,8.100210000000000242e-07
3.300000000000000000e+05,8.583900000000000000e+04,7.762200000000000000e+04,0.000000000000000000e+00,3.385000000000000000e+03,5.110000000000000000e+02,2.000000000000000000e+00,1.189950000000000017e-05,8.551220000000000520e-07,4.970000000000000000e+02,1.005010000000000056e-05,8.028600000000000304e-07
3.320000000000000000e+05,9.403900000000000000e+04,7.786000000000000000e+04,0.000000000000000000e+00,3.510000000000000000e+03,6.060000000000000000e+02,2.000000000000000000e+00,1.291880000000000072e-05,8.534159999999999704e-07,5.940000000000000000e+02,1.006460000000000017e-05,8.000729999999999672e-07
3.340000000000000000e+05,9.391000000000000000e+04,7.808400000000000000e+04,0.000000000000000000e+00,3.639000000000000000e+03,6.240000000000000000e+02,2.000000000000000000e+00,1.291829999999999963e-05,8.517190000000000314e-07,6.140000000000000000e+02,1.007899999999999955e-05,7.964320000000000473e-07
3.360000000000000000e+05,9.376500000000000000e+04,7.831600000000000000e+04,0.000000000000000000e+00,3.784000000000000000e+03,5.830000000000000000e+02,2.000000000000000000e+00,1.291190000000000084e-05,8.520199999999999757e-07,5.690000000000000000e+02,1.009420000000000070e-05,7.963339999999999891e-07
3.380000000000000000e+05,9.359400000000000000e+04,7.863700000000000000e+04,0.000000000000000000e+00,3.955000000000000000e+03,5.660000000000000000e+02,2.000000000000000000e+00,1.289359999999999968e-05,8.483740000000000236e-07,5.580000000000000000e+02,1.013319999999999981e-05,7.920700000000000245e-07
3.400000000000000000e+05,9.344000000000000000e+04,7.901000000000000000e+04,0.000000000000000000e+00,4.109000000000000000e+03,5.530000000000000000e+02,2.000000000000000000e+00,1.288499999999999945e-05,8.504070000000000260e-07,5.330000000000000000e+02,1.017859999999999941e-05,7.924350000000000413e-07
3.420000000000000000e+05,9.329300000000000000e+04,7.943800000000000000e+04,0.000000000000000000e+00,4.256000000000000000e+03,5.380000000000000000e+02,2.000000000000000000e+00,1.287850000000000045e-05,8.488120000000000438e-07,5.260000000000000000e+02,1.023310000000000033e-05,7.894730000000000178e-07
3.440000000000000000e+05,9.312800000000000000e+04,8.015900000000000000e+04,0.000000000000000000e+00,4.421000000000000000e+03,5.250000000000000000e+02,2.000000000000000000e+00,1.286300000000000034e-05,8.521600000000000285e-07,5.130000000000000000e+02,1.033639999999999983e-05,7.908859999999999525e-07
3.460000000000000000e+05,9.298200000000000000e+04,8.123900000000000000e+04,0.000000000000000000e+00,4.567000000000000000e+03,5.770000000000000000e+02,2.000000000000000000e+00,1.285370000000000028e-05,8.527569999999999908e-07,5.710000000000000000e+02,1.050670000000000056e-05,7.923829999999999823e-07
3.480000000000000000e+05,9.285200000000000000e+04,8.192800000000000000e+04,0.000000000000000000e+00,4.697000000000000000e+03,5.980000000000000000e+02,2.000000000000000000e+00,1.283629999999999940e-05,8.567900000000000376e-07,5.880000000000000000e+02,1.058959999999999937e-05,7.953730000000000376e-07
3.500000000000000000e+05,9.267800000000000000e+04,8.196900000000000000e+04,0.000000000000000000e+00,4.871000000000000000e+03,6.320000000000000000e+02,2.000000000000000000e+00,1.278270000000000045e-05,8.610259999999999704e-07,6.200000000000000000e+02,1.055150000000000054e-05,7.991000000000000021e-07
3.520000000000000000e+05,9.254700000000000000e+04,8.200900000000000000e+04,0.000000000000000000e+00,5.002000000000000000e+03,6.470000000000000000e+02,2.000000000000000000e+00,1.274250000000000039e-05,8.684829999999999822e-07,6.380000000000000000e+02,1.050040000000000030e-05,8.058259999999999526e-07
3.540000000000000000e+05,9.240200000000000000e+04,8.206800000000000000e+04,0.000000000000000000e+00,5.147000000000000000e+03,6.530000000000000000e+02,2.000000000000000000e+00,1.270739999999999966e-05,8.675049999999999849e-07,6.430000000000000000e+02,1.047219999999999945e-05,8.038559999999999952e-07
3.560000000000000000e+05,9.226700000000000000e+04,8.217300000000000000e+04,0.000000000000000000e+00,5.282000000000000000e+03,7.020000000000000000e+02,2.000000000000000000e+00,1.266930000000000082e-05,8.696949999999999801e-07,6.900000000000000000e+02,1.044519999999999954e-05,8.052120000000000504e-07
3.580000000000000000e+05,9.211900000000000000e+04,8.227600000000000000e+04,0.000000000000000000e+00,5.430000000000000000e+03,6.850000000000000000e+02,2.000000000000000000e+00,1.262949999999999995e-05,8.681949999999999733e-07,6.710000000000000000e+02,1.042080000000000025e-05,8.033719999999999757e-07
3.600000000000000000e+05,9.196300000000000000e+04,8.236800000000000000e+04,0.000000000000000000e+00,5.586000000000000000e+03,6.400000000000000000e+02,2.000000000000000000e+00,1.258699999999999994e-05,8.649410000000000422e-07,6.320000000000000000e+02,1.039979999999999994e-05,8.000739999999999948e-07
3.620000000000000000e+05,9.181900000000000000e+04,8.248100000000000000e+04,0.000000000000000000e+00,5.730000000000000000e+03,6.440000000000000000e+02,2.000000000000000000e+00,1.255289999999999970e-05,8.618830000000000157e-07,6.330000000000000000e+02,1.038659999999999979e-05,7.966960000000000290e-07
3.640000000000000000e+05,1.004870000000000000e+05,8.260700000000000000e+04,0.000000000000000000e+00,5.880000000000000000e+03,7.060000000000000000e+02,2.000000000000000000e+00,1.363240000000000012e-05,8.580459999999999795e-07,6.930000000000000000e+02,1.038850000000000057e-05,7.915049999999999926e-07
3.660000000000000000e+05,1.003170000000000000e+05,8.270600000000000000e+04,0.000000000000000000e+00,6.050000000000000000e+03,5.960000000000000000e+02,2.000000000000000000e+00,1.361289999999999972e-05,8.548049999999999837e-07,5.860000000000000000e+02,1.037130000000000013e-05,7.886629999999999993e-07
3.680000000000000000e+05,1.001450000000000000e+05,8.287300000000000000e+04,0.000000000000000000e+00,6.222000000000000000e+03,6.210000000000000000e+02,2.000000000000000000e+00,1.360119999999999947e-05,8.513550000000000422e-07,5.970000000000000000e+02,1.037440000000000015e-05,7.856439999999999906e-07
3.700000000000000000e+05,9.995200000000000000e+04,8.307900000000000000e+04,0.000000000000000000e+00,6.415000000000000000e+03,6.330000000000000000e+02,2.000000000000000000e+00,1.358589999999999981e-05,8.517979999999999886e-07,6.070000000000000000e+02,1.038559999999999929e-05,7.859900000000000124e-07
3.720000000000000000e+05,9.977500000000000000e+04,8.332400000000000000e+04,0.000000000000000000e+00,6.592000000000000000e+03,6.540000000000000000e+02,3.000000000000000000e+00,1.357569999999999946e-05,8.493250000000000167e-07,6.330000000000000000e+02,1.041029999999999924e-05,7.833400000000000251e-07
3.740000000000000000e+05,9.959200000000000000e+04,8.368300000000000000e+04,0.000000000000000000e+00,6.775000000000000000e+03,6.580000000000000000e+02,2.000000000000000000e+00,1.356559999999999934e-05,8.451189999999999591e-07,6.380000000000000000e+02,1.045570000000000054e-05,7.787950000000000330e-07
3.760000000000000000e+05,9.940300000000000000e+04,8.423400000000000000e+04,0.000000000000000000e+00,6.964000000000000000e+03,6.380000000000000000e+02,2.000000000000000000e+00,1.354150000000000071e-05,8.504849999999999556e-07,6.240000000000000000e+02,1.053140000000000051e-05,7.846759999999999518e-07
3.780000000000000000e+05,9.922300000000000000e+04,8.512200000000000000e+04,0.000000000000000000e+00,7.144000000000000000e+03,6.680000000000000000e+02,2.000000000000000000e+00,1.352290000000000058e-05,8.501949999999999974e-07,6.480000000000000000e+02,1.067249999999999988e-05,7.833909999999999505e-07
